Text content,Title,poem_id,Text_cleaned,Title_cleaned
من عنيك ارسال واضح تجبره بغمضة عنيه,شـاعـر مشـاعـر,116,من عنيك ارسال واضح تجبره بغمضة عنيه,شاعر مشاعر
وانت لو قصدك تذيكا في سكوتك أو حكيك,شـاعـر مشـاعـر,116,وانت لو قصدك تذيكا في سكوتك او حكيك,شاعر مشاعر
إبتسم لك وابتسم لي وبس هذا اللي أبيه,شـاعـر مشـاعـر,116,ابتسم لك وابتسم لي وبس هذا اللي ابيه,شاعر مشاعر
لا تخلّي الحب يذبح شاعرك ويموت فيك,شـاعـر مشـاعـر,116,لا تخلي الحب يذبح شاعرك ويموت فيك,شاعر مشاعر
خذ عيونه أو خفوقه والا اقولّك خذ يديه,شـاعـر مشـاعـر,116,خذ عيونه او خفوقه والا اقولك خذ يديه,شاعر مشاعر
يعني خذ شاعر مشاعر قصده الاّ يحتويك,شـاعـر مشـاعـر,116,يعني خذ شاعر مشاعر قصده الا يحتويك,شاعر مشاعر
لا تخلـّي القلب يهوى وتجبره بمدّة يديك,شـاعـر مشـاعـر,116,لا تخلي القلب يهوى وتجبره بمدة يديك,شاعر مشاعر
لا تغـزّل في عيونك عينك اللي تحتويه,شـاعـر مشـاعـر,116,لا تغزل في عيونك عينك اللي تحتويه,شاعر مشاعر
ابتليتك حب واضح واضح انّي لا ابتليك,شـاعـر مشـاعـر,116,ابتليتك حب واضح واضح اني لا ابتليك,شاعر مشاعر
واعشقك يا شوق بلوى وبلوى انّي لا ابتليه,شـاعـر مشـاعـر,116,واعشقك يا شوق بلوى وبلوى اني لا ابتليه,شاعر مشاعر
أعشقك يعني عشقتك من غلاوة والديك,شـاعـر مشـاعـر,116,اعشقك يعني عشقتك من غلاوة والديك,شاعر مشاعر
واحضنك طفلٍ تدلّـع .. في خميلة والديه,شـاعـر مشـاعـر,116,واحضنك طفل تدلع في خميلة والديه,شاعر مشاعر
أعجبك أو ما اعجبك كل واحد هيك وهيك,شـاعـر مشـاعـر,116,اعجبك او ما اعجبك كل واحد هيك وهيك,شاعر مشاعر
بس ردّك لي بسرعه قول لا أو قول هيه,شـاعـر مشـاعـر,116,بس ردك لي بسرعه قول لا او قول هيه,شاعر مشاعر
وش عليك اللي يحبّك ياحبيبي وش عليك,شـاعـر مشـاعـر,116,وش عليك اللي يحبك ياحبيبي وش عليك,شاعر مشاعر
وانت تبغي بس عامل نفسك انك ما تبيه,شـاعـر مشـاعـر,116,وانت تبغي بس عامل نفسك انك ما تبيه,شاعر مشاعر
حِنّا تـحت أمرك وظلـّك ويمناك,سيّـدي لا عدمنـاك,117,حنا تحت امرك وظلك ويمناك,سيدي لا عدمناك
وحِـنّا إذا منـّا وعـــدنـا وفـيــنا,سيّـدي لا عدمنـاك,117,وحنا اذا منا وعدنا وفينا,سيدي لا عدمناك
شجعان ما ظنّي إذا قلت نعصاك,سيّـدي لا عدمنـاك,117,شجعان ما ظني اذا قلت نعصاك,سيدي لا عدمناك
منك الـمراجـل والتحمّل خذينا,سيّـدي لا عدمنـاك,117,منك المراجل والتحمل خذينا,سيدي لا عدمناك
سوّاك رب العرش ماحدّ شرواك,سيّـدي لا عدمنـاك,117,سواك رب العرش ماحد شرواك,سيدي لا عدمناك
واكبر فخر باسمك يابوي استمينا,سيّـدي لا عدمنـاك,117,واكبر فخر باسمك يابوي استمينا,سيدي لا عدمناك
والقصد كلـّه سيّدي نطلب رضاك,سيّـدي لا عدمنـاك,117,والقصد كله سيدي نطلب رضاك,سيدي لا عدمناك
للعـز نرقـى والـمعـالي اعتـلينا,سيّـدي لا عدمنـاك,117,للعز نرقى والمعالي اعتلينا,سيدي لا عدمناك
حِـنـّا إذا منّـا بـيـومٍ وعـدنــاك,سيّـدي لا عدمنـاك,117,حنا اذا منا بيوم وعدناك,سيدي لا عدمناك
لا تظـنّ وعد الحـر يـصعب عـلينا,سيّـدي لا عدمنـاك,117,لا تظن وعد الحر يصعب علينا,سيدي لا عدمناك
ما دامنا ننهل مناهل سجـاياك,سيّـدي لا عدمنـاك,117,ما دامنا ننهل مناهل سجاياك,سيدي لا عدمناك
أنا اشهد انـّا ع الـمصاعب قـوينا,سيّـدي لا عدمنـاك,117,انا اشهد انا ع المصاعب قوينا,سيدي لا عدمناك
يـحماك ربّي سيّدي لا عدمناك,سيّـدي لا عدمنـاك,117,يحماك ربي سيدي لا عدمناك,سيدي لا عدمناك
وتعـيش أزمــان ودهـور وسنينا,سيّـدي لا عدمنـاك,117,وتعيش ازمان ودهور وسنينا,سيدي لا عدمناك
جـيتـك بقـلبٍ صـدوقه معـانـيه,شـرق و غـرب,118,جيتك بقلب صدوقه معانيه,شرق و غرب
وانتـه بقـلبـك ما تحـرّك مشاعر,شـرق و غـرب,118,وانته بقلبك ما تحرك مشاعر,شرق و غرب
الحـر قالـوا بالاشـارات تكـفـيه,شـرق و غـرب,118,الحر قالوا بالاشارات تكفيه,شرق و غرب
وانته بعد ذا القول يا كيف حاير,شـرق و غـرب,118,وانته بعد ذا القول يا كيف حاير,شرق و غرب
قـلبٍ يحـبك والله اليـوم بارميه,شـرق و غـرب,118,قلب يحبك والله اليوم بارميه,شرق و غرب
ما اريد قـلبٍ في غـرامك يكـابر,شـرق و غـرب,118,ما اريد قلب في غرامك يكابر,شرق و غرب
لاوّل خفوقي عن هوى الكل تغنيه,شـرق و غـرب,118,لاول خفوقي عن هوى الكل تغنيه,شرق و غرب
واليوم حـبك صار ع الكل عابر,شـرق و غـرب,118,واليوم حبك صار ع الكل عابر,شرق و غرب
خلك بدربٍ عكس ما احب تمشيه,شـرق و غـرب,118,خلك بدرب عكس ما احب تمشيه,شرق و غرب
أسير شرق وانت بالغرب ساير,شـرق و غـرب,118,اسير شرق وانت بالغرب ساير,شرق و غرب
كنتي بْعـيوني شَيّ واليوم لا شيّ,شيّ ولا شيّ,119,كنتي بعيوني شي واليوم لا شي,شي ولا شي
وكنتي بخفوقي نبض واليوم حَتفه,شيّ ولا شيّ,119,وكنتي بخفوقي نبض واليوم حتفه,شي ولا شي
الحي من موتك وهو الموت بك حيّ,شيّ ولا شيّ,119,الحي من موتك وهو الموت بك حي,شي ولا شي
كَـلمه وهي كَـلمه لـها ألـف حَذفـه,شيّ ولا شيّ,119,كلمه وهي كلمه لها الف حذفه,شي ولا شي
كَـمٍ طـويت الحب عَ خَـافـقي طَـيّ,شيّ ولا شيّ,119,كم طويت الحب ع خافقي طي,شي ولا شي
وْكَمٍ ملَـكـت القلب نصـفه و نصـفه,شيّ ولا شيّ,119,وكم ملكت القلب نصفه و نصفه,شي ولا شي
لك بحر متمَادي ولك مـوج يَطمي,شيّ ولا شيّ,119,لك بحر متمادي ولك موج يطمي,شي ولا شي
واليوم يا خِلـّي لك الـشرب رَشـفه,شيّ ولا شيّ,119,واليوم يا خلي لك الشرب رشفه,شي ولا شي
اليوم لك مَـدّه على كـفّ يَـدمـي,شيّ ولا شيّ,119,اليوم لك مده على كف يدمي,شي ولا شي
مـدّي كـفوفـك خلـّي كَـفـّك بكَـفـّه,شيّ ولا شيّ,119,مدي كفوفك خلي كفك بكفه,شي ولا شي
واليوم كَم نَاسٍ عَلى الشوق تَسْري,شيّ ولا شيّ,119,واليوم كم ناس على الشوق تسري,شي ولا شي
والحب له ميـزه يـبا شْـوي خِـفـّه,شيّ ولا شيّ,119,والحب له ميزه يبا شوي خفه,شي ولا شي
عيشي الفرح دامك سكنتي بها دبي,شيّ ولا شيّ,119,عيشي الفرح دامك سكنتي بها دبي,شي ولا شي
ذوقي الـمَحَـبّه كيف تَـاتي بلطـفه,شيّ ولا شيّ,119,ذوقي المحبه كيف تاتي بلطفه,شي ولا شي
كيف الظما يَاتي على وارد الـمَيّ,شيّ ولا شيّ,119,كيف الظما ياتي على وارد المي,شي ولا شي
تشرب وتـظما وترتـوي له بنطـفه,شيّ ولا شيّ,119,تشرب وتظما وترتوي له بنطفه,شي ولا شي
لي راح هـو رَوّح ولي يَـاتي يْـجي,شيّ ولا شيّ,119,لي راح هو روح ولي ياتي يجي,شي ولا شي
و لي لَـفـّني لَـفـّه له الفـين لَـفـّـه,شيّ ولا شيّ,119,و لي لفني لفه له الفين لفه,شي ولا شي
إن رحت عنـّي مت وان جيتني مت,شـفـّة الصمت,120,ان رحت عني مت وان جيتني مت,شفة الصمت
هذا غـريب الحـب لي عـشته وياك,شـفـّة الصمت,120,هذا غريب الحب لي عشته وياك,شفة الصمت
أغرب من الكلمه على شفـّة الصمت,شـفـّة الصمت,120,اغرب من الكلمه على شفة الصمت,شفة الصمت
يوم افـصحت عن حال قـلبٍ تفدّاك,شـفـّة الصمت,120,يوم افصحت عن حال قلب تفداك,شفة الصمت
قـلـبٍ تـملـّكـته وعـشـّمـته و شـمـت,شـفـّة الصمت,120,قلب تملكته وعشمته و شمت,شفة الصمت
وشلون يصدر والظما ما ورد ماك,شـفـّة الصمت,120,وشلون يصدر والظما ما ورد ماك,شفة الصمت
أخطـيت لكـن للأسـف ما تعـلـّمـت,شـفـّة الصمت,120,اخطيت لكن للاسف ما تعلمت,شفة الصمت
إن الـملا تـشــره على مــد يمــناك,شـفـّة الصمت,120,ان الملا تشره على مد يمناك,شفة الصمت
