ROW_ID,poem_ID,Poem_line_Raw,Title_Raw,Poem_line_cleaned,Title_cleaned
1,1,حبيـبتي حالـي من الشــوق دانــي,لا تسـأل مجـرّب,حبيبتي حالي من الشوق داني,لا تسال مجرب
2,1,أشــرّق بحـبّــك .. واعـوّد أغـرّب,لا تسـأل مجـرّب,اشرق بحبك .. واعود اغرب,لا تسال مجرب
3,1,,لا تسـأل مجـرّب,,لا تسال مجرب
4,1,أنـانـي فْـ وصـلك لـكـن يالأنـاني,لا تسـأل مجـرّب,اناني ف وصلك لكن يالاناني,لا تسال مجرب
5,1,تـرى الأنانـيّـه فْـ طـبـعـك تـخــرّب,لا تسـأل مجـرّب,تري الانانيه ف طبعك تخرب,لا تسال مجرب
6,1,,لا تسـأل مجـرّب,,لا تسال مجرب
7,1,لحظات حبّـك حطّـمت لي كـياني,لا تسـأل مجـرّب,لحظات حبك حطمت لي كياني,لا تسال مجرب
8,1,والحزن من بين الـمحـاني تـسـرّب,لا تسـأل مجـرّب,والحزن من بين المحاني تسرب,لا تسال مجرب
9,1,,لا تسـأل مجـرّب,,لا تسال مجرب
10,1,تـسـرّب وصـكّـت عـلـيه الـمـحاني,لا تسـأل مجـرّب,تسرب وصكت عليه المحاني,لا تسال مجرب
11,1,كـنّـه لـوصـلك بالـجـروح يْـتـقـرّب,لا تسـأل مجـرّب,كنه لوصلك بالجروح يتقرب,لا تسال مجرب
12,1,,لا تسـأل مجـرّب,,لا تسال مجرب
13,1,يا مْعـرّب الأنـسـاب خـدر العـياني,لا تسـأل مجـرّب,يا معرب الانساب خدر العياني,لا تسال مجرب
14,1,سِـلْـم العـرب لا تجهـله يـالـمـعـرّب,لا تسـأل مجـرّب,سلم العرب لا تجهله يالمعرب,لا تسال مجرب
15,1,,لا تسـأل مجـرّب,,لا تسال مجرب
16,1,شـربت حـبّـك لين فـاض الحناني,لا تسـأل مجـرّب,شربت حبك لين فاض الحناني,لا تسال مجرب
17,1,وقامـت عروقي من غـلاك تْـشـرّب,لا تسـأل مجـرّب,وقامت عروقي من غلاك تشرب,لا تسال مجرب
18,1,,لا تسـأل مجـرّب,,لا تسال مجرب
20,2,ثـــلاث مـرّات .. وانـت تـدوّر فـراقي,ثــلاث مـرّات,ثلاث مرات .. وانت تدور فراقي,ثلاث مرات
21,2,وثــلاث مـرّات .. وانـا اقـول لا ترحــل,ثــلاث مـرّات,وثلاث مرات .. وانا اقول لا ترحل,ثلاث مرات
22,2,,ثــلاث مـرّات,,ثلاث مرات
23,2,الظـاهــر ان الـغــــلا مـا عـاد لـه بـاقـي,ثــلاث مـرّات,الظاهر ان الغلا ما عاد له باقي,ثلاث مرات
24,2,بيـني وبينك أشوف الوضع مسـتفـحل,ثــلاث مـرّات,بيني وبينك اشوف الوضع مستفحل,ثلاث مرات
25,2,,ثــلاث مـرّات,,ثلاث مرات
26,2,عِـشـرة زمن تجـبر الـمشـتاق يشـتاقي,ثــلاث مـرّات,عشره زمن تجبر المشتاق يشتاقي,ثلاث مرات
27,2,سـحـلـتـها بالهـجـر ، والوصـل ما يسـحل,ثــلاث مـرّات,سحلتها بالهجر ، والوصل ما يسحل,ثلاث مرات
28,2,,ثــلاث مـرّات,,ثلاث مرات
29,2,عليك صــابر ، وهذي قيـمـة اخــلاقي,ثــلاث مـرّات,عليك صابر ، وهذي قيمه اخلاقي,ثلاث مرات
30,2,لأن أرض الوفــــا دون الـوفـا تـمـحــــل,ثــلاث مـرّات,لان ارض الوفا دون الوفا تمحل,ثلاث مرات
31,2,,ثــلاث مـرّات,,ثلاث مرات
32,2,ولأنّـك الـغـــالي اللي حَـــرّك اشـــواقي,ثــلاث مـرّات,ولانك الغالي اللي حرك اشواقي,ثلاث مرات
33,2,بـمكـحّـــلات الـعـيــون اللي بلا مـكـحـل,ثــلاث مـرّات,بمكحلات العيون اللي بلا مكحل,ثلاث مرات
34,2,,ثــلاث مـرّات,,ثلاث مرات
35,2,بالرقّـه .. انت الأرَق ، وذوقك الراقي,ثــلاث مـرّات,بالرقه .. انت الارق ، وذوقك الراقي,ثلاث مرات
36,2,وبين الخصور النواحل خصرك الأنحل,ثــلاث مـرّات,وبين الخصور النواحل خصرك الانحل,ثلاث مرات
37,2,,ثــلاث مـرّات,,ثلاث مرات
38,2,وقـلـوب عـشّـاقــك اللي كـثـر عـشّــاقي,ثــلاث مـرّات,وقلوب عشاقك اللي كثر عشاقي,ثلاث مرات
39,2,عيونـهـم نحـل ، لان شـفاتـك الـمنحل,ثــلاث مـرّات,عيونهم نحل ، لان شفاتك المنحل,ثلاث مرات
40,2,,ثــلاث مـرّات,,ثلاث مرات
41,2,أصـعب سؤال فْـ حياة العاشق الشاقي,ثــلاث مـرّات,اصعب سءال ف حياه العاشق الشاقي,ثلاث مرات
42,2,إللي طـرحتـه علـيك وما لـقـيت الحـل,ثــلاث مـرّات,اللي طرحته عليك وما لقيت الحل,ثلاث مرات
43,2,,ثــلاث مـرّات,,ثلاث مرات
44,2,وشلون ترحل وحبّك وسـط الاعـماقي,ثــلاث مـرّات,وشلون ترحل وحبك وسط الاعماقي,ثلاث مرات
45,2,وانـا نـويت الرحـيل ، وما قدرت أرحـل,ثــلاث مـرّات,وانا نويت الرحيل ، وما قدرت ارحل,ثلاث مرات
46,2,,ثــلاث مـرّات,,ثلاث مرات
48,3,صاحبي يافاهمٍ قصدي ترى ما كل ديره,هواء الإمارات وثراها,صاحبي يافاهم قصدي تري ما كل ديره,هواء الامارات وثراها
49,3,آتـمـشّى فـي حـدايـقـها وينعـشـني هواها,هواء الإمارات وثراها,اتمشي في حدايقها وينعشني هواها,هواء الامارات وثراها
50,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
51,3,إتأسر قلبي لو ان نفسي في راحتها أسيره,هواء الإمارات وثراها,اتاسر قلبي لو ان نفسي في راحتها اسيره,هواء الامارات وثراها
52,3,كم بلاد يمرّها قلبي واذا سافر نساها,هواء الإمارات وثراها,كم بلاد يمرها قلبي واذا سافر نساها,هواء الامارات وثراها
53,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
54,3,خذ مَثَل هواء لندن لا خلط مسكه عبيره,هواء الإمارات وثراها,خذ مثل هواء لندن لا خلط مسكه عبيره,هواء الامارات وثراها
55,3,لو هواء بلاد زايد ماهو يشابه هواها,هواء الإمارات وثراها,لو هواء بلاد زايد ماهو يشابه هواها,هواء الامارات وثراها
56,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
57,3,والله انها أوّل احباب المشاعر والأخيره,هواء الإمارات وثراها,والله انها اول احباب المشاعر والاخيره,هواء الامارات وثراها
58,3,يا عساني فدوة اوّلها وفدوة منتهاها,هواء الإمارات وثراها,يا عساني فدوه اولها وفدوه منتهاها,هواء الامارات وثراها
59,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
60,3,ألله اكبر يالسنين العوج والشرهه كبيره,هواء الإمارات وثراها,الله اكبر يالسنين العوج والشرهه كبيره,هواء الامارات وثراها
61,3,شرهة العاقل على عوج السنين اللي مداها,هواء الإمارات وثراها,شرهه العاقل علي عوج السنين اللي مداها,هواء الامارات وثراها
62,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
63,3,كل ما طالت ما نامن شرّها والطول خيره,هواء الإمارات وثراها,كل ما طالت ما نامن شرها والطول خيره,هواء الامارات وثراها
64,3,إنّـما للـخـالـــــدين اللي مْـخـلّــدها نـبـاها,هواء الإمارات وثراها,انما للخالدين اللي مخلدها نباها,هواء الامارات وثراها
65,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
66,3,والقلوب اللي مشاعرها مع العالم غفيره,هواء الإمارات وثراها,والقلوب اللي مشاعرها مع العالم غفيره,هواء الامارات وثراها
67,3,الـظــروف الكـايـده تردّها عن مـشـتـهاها,هواء الإمارات وثراها,الظروف الكايده تردها عن مشتهاها,هواء الامارات وثراها
68,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
69,3,مشتهاها تجعل الدنيا مثل وصف البحيره,هواء الإمارات وثراها,مشتهاها تجعل الدنيا مثل وصف البحيره,هواء الامارات وثراها
70,3,لـذّةٍ للـشــــــاربـيـن ، ومـتـعــةٍ لـمـن رآهـــا,هواء الإمارات وثراها,لذه للشاربين ، ومتعه لمن راها,هواء الامارات وثراها
71,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
72,3,هكذا الإنسان عمره يوم حس ويوم غيره,هواء الإمارات وثراها,هكذا الانسان عمره يوم حس ويوم غيره,هواء الامارات وثراها
73,3,لو تحاول تجمع ايّامه وتبحث وش وراها,هواء الإمارات وثراها,لو تحاول تجمع ايامه وتبحث وش وراها,هواء الامارات وثراها
74,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
75,3,ما وراها غير باقي ذكرياته في مصيره,هواء الإمارات وثراها,ما وراها غير باقي ذكرياته في مصيره,هواء الامارات وثراها
76,3,يوم شاف امجاد غيره قال ياليته خذاها,هواء الإمارات وثراها,يوم شاف امجاد غيره قال ياليته خذاها,هواء الامارات وثراها
77,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
78,3,يحسب ان المجد فجأه ما درى ان المجد سيره,هواء الإمارات وثراها,يحسب ان المجد فجاه ما دري ان المجد سيره,هواء الامارات وثراها
79,3,سـيرةٍ ما تـنتهي دام الكـواكب فـي سـماها,هواء الإمارات وثراها,سيره ما تنتهي دام الكواكب في سماها,هواء الامارات وثراها
80,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
81,3,والـقدر على وتيـره .. والعـمر على وتيـره,هواء الإمارات وثراها,والقدر علي وتيره .. والعمر علي وتيره,هواء الامارات وثراها
82,3,والثـنين لبعـضـهم يمـشون والدنيا عطاها,هواء الإمارات وثراها,والثنين لبعضهم يمشون والدنيا عطاها,هواء الامارات وثراها
83,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
84,3,ماهو بْـورثٍ تحكّـم فـيه عمـيان البصـيره,هواء الإمارات وثراها,ماهو بورث تحكم فيه عميان البصيره,هواء الامارات وثراها
85,3,كان ما مدّيتها بالجـهد ما نـالك رضاها,هواء الإمارات وثراها,كان ما مديتها بالجهد ما نالك رضاها,هواء الامارات وثراها
86,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
87,3,السعاده لو تباع فـ سوق الاحزان الكثيره,هواء الإمارات وثراها,السعاده لو تباع ف سوق الاحزان الكثيره,هواء الامارات وثراها
88,3,كل واحـد يعـتريه الـحزن تلـقاه اشـتراها,هواء الإمارات وثراها,كل واحد يعتريه الحزن تلقاه اشتراها,هواء الامارات وثراها
89,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
90,3,السـعاده ما اشـترتها روس الاموال الوفـيره,هواء الإمارات وثراها,السعاده ما اشترتها روس الاموال الوفيره,هواء الامارات وثراها
91,3,شـوف كـم تـاجـــر يـدوّرها ولكـن ما لـقـاها,هواء الإمارات وثراها,شوف كم تاجر يدورها ولكن ما لقاها,هواء الامارات وثراها
92,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
93,3,بس انا محتاج ما لا احتاج فـعلاً شي غيره,هواء الإمارات وثراها,بس انا محتاج ما لا احتاج فعلا شي غيره,هواء الامارات وثراها
94,3,شي يسمو بالنفوس لين يظهر محتواها,هواء الإمارات وثراها,شي يسمو بالنفوس لين يظهر محتواها,هواء الامارات وثراها
95,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
96,3,هي قصيدة شاعرٍ وضّح لك اللي فـي ظميره,هواء الإمارات وثراها,هي قصيده شاعر وضح لك اللي في ظميره,هواء الامارات وثراها
97,3,إيْـعَـرف وش علّـته لكن يجـهل وشـ دواها,هواء الإمارات وثراها,ايعرف وش علته لكن يجهل وش دواها,هواء الامارات وثراها
98,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
99,3,غاص بالهوجاس باعماق المحيطات الغزيره,هواء الإمارات وثراها,غاص بالهوجاس باعماق المحيطات الغزيره,هواء الامارات وثراها
100,3,ليـن جاب اللي يلـيق بـمـسـتـواه ومـسـتـواها,هواء الإمارات وثراها,لين جاب اللي يليق بمستواه ومستواها,هواء الامارات وثراها
101,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
102,3,مو مهم تكون نـشرت في مجلات الجزيره,هواء الإمارات وثراها,مو مهم تكون نشرت في مجلات الجزيره,هواء الامارات وثراها
103,3,الـمهم تقول لي كم شخصٍ متـثـقّـف قـراها,هواء الإمارات وثراها,المهم تقول لي كم شخص متثقف قراها,هواء الامارات وثراها
104,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
105,3,الـمهم ان (لندن) اللي مسكها يخالط عبيره,هواء الإمارات وثراها,المهم ان (لندن) اللي مسكها يخالط عبيره,هواء الامارات وثراها
106,3,آغلى منها هوا أرض ( الإمــــارات ) وثراها,هواء الإمارات وثراها,اغلي منها هوا ارض ( الامارات ) وثراها,هواء الامارات وثراها
107,3,,هواء الإمارات وثراها,,هواء الامارات وثراها
109,4,يتيـم فـاقد شـوفة امّـه من سـنين,يتيم,يتيم فاقد شوفه امه من سنين,يتيم
110,4,وابوه مـات مْن القـهـر والتجـنّـي,يتيم,وابوه مات من القهر والتجني,يتيم
111,4,ما شاف واحد منهم بْـنظرة العين,يتيم,ما شاف واحد منهم بنظره العين,يتيم
112,4,والحزن يهدم في الضلوع وْيبـنّـي,يتيم,والحزن يهدم في الضلوع ويبني,يتيم
113,4,تـنزل دمـوعه من لحـون الـمغـنّـين,يتيم,تنزل دموعه من لحون المغنين,يتيم
114,4,واهل اللحـون مْن السـعاده تغـنّـي,يتيم,واهل اللحون من السعاده تغني,يتيم
115,4,قالوا تمنّى ؟ قال ابا شوف الاثنين,يتيم,قالوا تمني ؟ قال ابا شوف الاثنين,يتيم
116,4,كـانـه يفـيـد الـميّـتـيـــن التـمنّــي,يتيم,كانه يفيد الميتين التمني,يتيم
117,4,يا كامل الأوصـاف ، يا نادر الزين,يتيم,يا كامل الاوصاف ، يا نادر الزين,يتيم
118,4,هذا شعـوري كل ما غبـت عنّـي,يتيم,هذا شعوري كل ما غبت عني,يتيم
119,4,كيف آتقبّـل تعزية بُـعدك الشـين,يتيم,كيف اتقبل تعزيه بعدك الشين,يتيم
120,4,وآشـوف عـذّالي تجـيـك وْتهـنّـي,يتيم,واشوف عذالي تجيك وتهني,يتيم
121,4,دام الهجر والشـوق والحزن قاسيـن,يتيم,دام الهجر والشوق والحزن قاسين,يتيم
122,4,لـيتـك علـينا يا حـبيـبي تـحـنّـي,يتيم,ليتك علينا يا حبيبي تحني,يتيم
123,4,يكفيك فـنّي عن فنون الـمحبّـين,يتيم,يكفيك فني عن فنون المحبين,يتيم
124,4,كم مـرّه اسـتطربت والـفـن فـنّـي,يتيم,كم مره استطربت والفن فني,يتيم
125,4,كـنت آتـأنّى من فراقـك مـعي ليـن,يتيم,كنت اتاني من فراقك معي لين,يتيم
126,4,طـوّلـت بفراقك ومـات الـتـأنّـي,يتيم,طولت بفراقك ومات التاني,يتيم
127,4,وكان الخطا منّك ، مسامحك هالحين,يتيم,وكان الخطا منك ، مسامحك هالحين,يتيم
128,4,وكان الخطا منّي ، وش تريد منّـي ؟,يتيم,وكان الخطا مني ، وش تريد مني ؟,يتيم
130,5,حبـيـبتي مـرّت على بـالـي الـيـوم,مرت على بـالي,حبيبتي مرت علي بالي اليوم,مرت علي بالي
131,5,وْ وقّـفــت تـقـديرٍ لـها يوم مـرّت,مرت على بـالي,و وقفت تقدير لها يوم مرت,مرت علي بالي
132,5,,مرت على بـالي,,مرت علي بالي
133,5,جابت لي الفرحـه وانا كنت مهـمـوم,مرت على بـالي,جابت لي الفرحه وانا كنت مهموم,مرت علي بالي
134,5,الظـاهـر انـها عـن عـلـومي تـحـرّت,مرت على بـالي,الظاهر انها عن علومي تحرت,مرت علي بالي
135,5,,مرت على بـالي,,مرت علي بالي
136,5,وفراقـها كـوّن فـي خـفّـاقي غـيـوم,مرت على بـالي,وفراقها كون في خفاقي غيوم,مرت علي بالي
137,5,أمـطـــارها عـلى الـفـيـافـي لا خـرّت,مرت على بـالي,امطارها علي الفيافي لا خرت,مرت علي بالي
138,5,,مرت على بـالي,,مرت علي بالي
139,5,تـنـبت من الأزهـار ما كان مـعـدوم,مرت على بـالي,تنبت من الازهار ما كان معدوم,مرت علي بالي
140,5,وتسـر نـفـسٍ من زمـن ما اسـتـسـرّت,مرت على بـالي,وتسر نفس من زمن ما استسرت,مرت علي بالي
141,5,,مرت على بـالي,,مرت علي بالي
142,5,فـي حبّـها حـسّــادي تـكـثّـر اللـوم,مرت على بـالي,في حبها حسادي تكثر اللوم,مرت علي بالي
143,5,وهي ورا عـوج الـضـلـوع اسـتـقــرّت,مرت على بـالي,وهي ورا عوج الضلوع استقرت,مرت علي بالي
144,5,,مرت على بـالي,,مرت علي بالي
145,5,أحلـم بها وآطـيح فـي النوم وآقوم,مرت على بـالي,احلم بها واطيح في النوم واقوم,مرت علي بالي
146,5,فرحان .. لكن فرحتي ما اسـتمرّت,مرت على بـالي,فرحان .. لكن فرحتي ما استمرت,مرت علي بالي
147,5,,مرت على بـالي,,مرت علي بالي
148,5,إلى صـحـيت آعاتـب الـحـظ وآلـوم,مرت على بـالي,الي صحيت اعاتب الحظ والوم,مرت علي بالي
149,5,الايام .. والأيـام مـنـها تـبــــرّت,مرت على بـالي,الايام .. والايام منها تبرت,مرت علي بالي
150,5,,مرت على بـالي,,مرت علي بالي
151,5,الهـجر طـعـنة خاين بْسيف مسمـوم,مرت على بـالي,الهجر طعنه خاين بسيف مسموم,مرت علي بالي
152,5,نـفسـه على فـعـل الـخـيانـه تضــرّت,مرت على بـالي,نفسه علي فعل الخيانه تضرت,مرت علي بالي
153,5,,مرت على بـالي,,مرت علي بالي
154,5,ومن يحرم مْن العشـق يعيش محروم,مرت على بـالي,ومن يحرم من العشق يعيش محروم,مرت علي بالي
155,5,كـم روح من قل الوصـال استـضـرّت,مرت على بـالي,كم روح من قل الوصال استضرت,مرت علي بالي
156,5,,مرت على بـالي,,مرت علي بالي
157,5,لا جيت انام .. النفس ما تعشق النوم,مرت على بـالي,لا جيت انام .. النفس ما تعشق النوم,مرت علي بالي
158,5,حـاولـت اقـنّـعـها .. لـكـنـها أصـرّت,مرت على بـالي,حاولت اقنعها .. لكنها اصرت,مرت علي بالي
159,5,,مرت على بـالي,,مرت علي بالي
160,5,تبـغي حـبيـبة قلـبـي الـغـالــيه دوم,مرت على بـالي,تبغي حبيبه قلبي الغاليه دوم,مرت علي بالي
161,5,تمـر فـي بـالـي ، وآوقّـف لا مـــرّت,مرت على بـالي,تمر في بالي ، واوقف لا مرت,مرت علي بالي
162,5,,مرت على بـالي,,مرت علي بالي
164,6,إنتـه ذهـب من دون ما تلـبـس ذهـــب,لا تلبـس ذهـب,انته ذهب من دون ما تلبس ذهب,لا تلبس ذهب
165,6,وش لـه تـروح الـســوق وتـدوّر عـلـيـه,لا تلبـس ذهـب,وش له تروح السوق وتدور عليه,لا تلبس ذهب
166,6,,لا تلبـس ذهـب,,لا تلبس ذهب
167,6,سـبـحـان مـن سـوّا .. وْجَـلَّ مـن وهـــب,لا تلبـس ذهـب,سبحان من سوا .. وجل من وهب,لا تلبس ذهب
168,6,حــــلاك بـيـدينـك كأنـّـك مـنـتـقـيــه,لا تلبـس ذهـب,حلاك بيدينك كانك منتقيه,لا تلبس ذهب
169,6,,لا تلبـس ذهـب,,لا تلبس ذهب
170,6,شـفايـفـك جـمـره .. وثـغـرك من لـهـب,لا تلبـس ذهـب,شفايفك جمره .. وثغرك من لهب,لا تلبس ذهب
171,6,خايـف على خـدّك لهـب ثغـرك يجـيه,لا تلبـس ذهـب,خايف علي خدك لهب ثغرك يجيه,لا تلبس ذهب
172,6,,لا تلبـس ذهـب,,لا تلبس ذهب
173,6,لو كان رمـشـك يـنـّـهـب .. كـان انـّـهــب,لا تلبـس ذهـب,لو كان رمشك ينهب .. كان انهب,لا تلبس ذهب
174,6,من كل عاقل شاف رمشك .. أو سـفيه,لا تلبـس ذهـب,من كل عاقل شاف رمشك .. او سفيه,لا تلبس ذهب
175,6,,لا تلبـس ذهـب,,لا تلبس ذهب
176,6,لا ترتـهـب مـا فـيـه واحـد يرتـهـــب,لا تلبـس ذهـب,لا ترتهب ما فيه واحد يرتهب,لا تلبس ذهب
177,6,مـن واحـد يْـحـــبّـه وخـفـّـاقـه يـبـيــه,لا تلبـس ذهـب,من واحد يحبه وخفاقه يبيه,لا تلبس ذهب
178,6,,لا تلبـس ذهـب,,لا تلبس ذهب
179,6,أنا فـْ مـهــب الـريــــح إلاّ انـت فـْ مـهــب,لا تلبـس ذهـب,انا ف مهب الريح الا انت ف مهب,لا تلبس ذهب
180,6,شـوق ٍسـكـن قلـبـي وقـلـبـي مـحـتـويـه,لا تلبـس ذهـب,شوق سكن قلبي وقلبي محتويه,لا تلبس ذهب
181,6,,لا تلبـس ذهـب,,لا تلبس ذهب
182,6,ذهـب مـعـك قلـبـي .. يالـيـتـه ما ذهب,لا تلبـس ذهـب,ذهب معك قلبي .. ياليته ما ذهب,لا تلبس ذهب
183,6,لا قلـت عـوّد قـال انـا بـامـــوت فـيـه,لا تلبـس ذهـب,لا قلت عود قال انا باموت فيه,لا تلبس ذهب
184,6,,لا تلبـس ذهـب,,لا تلبس ذهب
185,6,تـدري وش يْخـلـّي جـروحـي تلتهـب ؟,لا تلبـس ذهـب,تدري وش يخلي جروحي تلتهب ؟,لا تلبس ذهب
186,6,إنـّي أخـلـّي شــــيّ .. وآنـا مـشـتـهـيـه,لا تلبـس ذهـب,اني اخلي شي .. وانا مشتهيه,لا تلبس ذهب
187,6,,لا تلبـس ذهـب,,لا تلبس ذهب
189,7,حبيـبتي حالـي من الشــوق دانــي,لا تسـأل مجـرّب,حبيبتي حالي من الشوق داني,لا تسال مجرب
190,7,أشــرّق بحـبّــك .. واعـوّد أغـرّب,لا تسـأل مجـرّب,اشرق بحبك .. واعود اغرب,لا تسال مجرب
191,7,,لا تسـأل مجـرّب,,لا تسال مجرب
192,7,أنـانـي فْـ وصـلك لـكـن يالأنـاني,لا تسـأل مجـرّب,اناني ف وصلك لكن يالاناني,لا تسال مجرب
193,7,تـرى الأنانـيّـه فْـ طـبـعـك تـخــرّب,لا تسـأل مجـرّب,تري الانانيه ف طبعك تخرب,لا تسال مجرب
194,7,,لا تسـأل مجـرّب,,لا تسال مجرب
195,7,لحظات حبّـك حطّـمت لي كـياني,لا تسـأل مجـرّب,لحظات حبك حطمت لي كياني,لا تسال مجرب
196,7,والحزن من بين الـمحـاني تـسـرّب,لا تسـأل مجـرّب,والحزن من بين المحاني تسرب,لا تسال مجرب
197,7,,لا تسـأل مجـرّب,,لا تسال مجرب
198,7,تـسـرّب وصـكّـت عـلـيه الـمـحاني,لا تسـأل مجـرّب,تسرب وصكت عليه المحاني,لا تسال مجرب
199,7,كـنّـه لـوصـلك بالـجـروح يْـتـقـرّب,لا تسـأل مجـرّب,كنه لوصلك بالجروح يتقرب,لا تسال مجرب
200,7,,لا تسـأل مجـرّب,,لا تسال مجرب
201,7,يا مْعـرّب الأنـسـاب خـدر العـياني,لا تسـأل مجـرّب,يا معرب الانساب خدر العياني,لا تسال مجرب
202,7,سِـلْـم العـرب لا تجهـله يـالـمـعـرّب,لا تسـأل مجـرّب,سلم العرب لا تجهله يالمعرب,لا تسال مجرب
203,7,,لا تسـأل مجـرّب,,لا تسال مجرب
204,7,شـربت حـبّـك لين فـاض الحناني,لا تسـأل مجـرّب,شربت حبك لين فاض الحناني,لا تسال مجرب
205,7,وقامـت عروقي من غـلاك تْـشـرّب,لا تسـأل مجـرّب,وقامت عروقي من غلاك تشرب,لا تسال مجرب
206,7,,لا تسـأل مجـرّب,,لا تسال مجرب
207,7,ياللي تـقـول اسـأل مجـرّب تـراني,لا تسـأل مجـرّب,ياللي تقول اسال مجرب تراني,لا تسال مجرب
208,7,سألـت واحـد .. بس قـام يْـتهــرّب,لا تسـأل مجـرّب,سالت واحد .. بس قام يتهرب,لا تسال مجرب
209,7,,لا تسـأل مجـرّب,,لا تسال مجرب
210,7,لا تسـأل مجـرّب يا قـلـب وتعـاني,لا تسـأل مجـرّب,لا تسال مجرب يا قلب وتعاني,لا تسال مجرب
211,7,إسأل طبـيب وْ خل عـنك الـمجـرّب,لا تسـأل مجـرّب,اسال طبيب و خل عنك المجرب,لا تسال مجرب
212,7,,لا تسـأل مجـرّب,,لا تسال مجرب
214,8,للـشـعـر فـكـره وللـهــاجـس مـيـة طــاري,قصر زعبيل,للشعر فكره وللهاجس ميه طاري,قصر زعبيل
215,8,تــرزّ للــقـمّــــــــــه الـعـــلــيـــا بـيــــــــارقـهــا,قصر زعبيل,ترز للقمه العليا بيارقها,قصر زعبيل
216,8,,قصر زعبيل,,قصر زعبيل
217,8,وقـصـيدتي من حـصـيلة نـاتـج افـكــاري,قصر زعبيل,وقصيدتي من حصيله ناتج افكاري,قصر زعبيل
218,8,كـل الـقـصـــايـد الى مـن جـات تـفـرقـها,قصر زعبيل,كل القصايد الي من جات تفرقها,قصر زعبيل
219,8,,قصر زعبيل,,قصر زعبيل
220,8,لـو أبـغــي أغــرّق الـســاحـه بـإبـحـــاري,قصر زعبيل,لو ابغي اغرق الساحه بابحاري,قصر زعبيل
221,8,غـرّقـــتـهــا بس انـا مـا احــــب اغـرّقــهــا,قصر زعبيل,غرقتها بس انا ما احب اغرقها,قصر زعبيل
222,8,,قصر زعبيل,,قصر زعبيل
223,8,أرسـم مـلامـح طـمـوحاتي فـي أشـعـاري,قصر زعبيل,ارسم ملامح طموحاتي في اشعاري,قصر زعبيل
224,8,واحـاول اني قبل ما امــــوت احـقـقـهـا,قصر زعبيل,واحاول اني قبل ما اموت احققها,قصر زعبيل
225,8,,قصر زعبيل,,قصر زعبيل
226,8,واعرف مـقـدار غـيـري قبل مـقــــداري,قصر زعبيل,واعرف مقدار غيري قبل مقداري,قصر زعبيل
227,8,واخـطاء نـفـسي على غـيـري ما اعـلـّقها,قصر زعبيل,واخطاء نفسي علي غيري ما اعلقها,قصر زعبيل
228,8,,قصر زعبيل,,قصر زعبيل
229,8,لـكـن مــشـــوار عـمـــري لى مـتى ســــاري,قصر زعبيل,لكن مشوار عمري لي متي ساري,قصر زعبيل
230,8,أرهـقـت نـفـسـي وما ادري لـيه مرهـقـهـا,قصر زعبيل,ارهقت نفسي وما ادري ليه مرهقها,قصر زعبيل
231,8,,قصر زعبيل,,قصر زعبيل
232,8,قدام تـتـعـب قـدم رجـلـي يـا مـشـواري,قصر زعبيل,قدام تتعب قدم رجلي يا مشواري,قصر زعبيل
233,8,الايـــــام ســاعــاتـهـا تـشـــــرح دقـايـقــهـا,قصر زعبيل,الايام ساعاتها تشرح دقايقها,قصر زعبيل
234,8,,قصر زعبيل,,قصر زعبيل
235,8,مـراحـل الـعـمـر تـجري والـزمـن جـاري,قصر زعبيل,مراحل العمر تجري والزمن جاري,قصر زعبيل
236,8,والـنـاس تـفـنـى ويـبـقـى وجـــه خـالـقـهـا,قصر زعبيل,والناس تفني ويبقي وجه خالقها,قصر زعبيل
237,8,,قصر زعبيل,,قصر زعبيل
238,8,وانـا طـمـوحـي تـخـلّـد فـعـلـي اخـبـــاري,قصر زعبيل,وانا طموحي تخلد فعلي اخباري,قصر زعبيل
239,8,فـ ارشـيـــف تــــاريـخ الافـعـال ووثـايـقـهـا,قصر زعبيل,ف ارشيف تاريخ الافعال ووثايقها,قصر زعبيل
240,8,,قصر زعبيل,,قصر زعبيل
241,8,نـجـاحـي لـشـخـصي اعــداءه يـا أنـصـاري,قصر زعبيل,نجاحي لشخصي اعداءه يا انصاري,قصر زعبيل
