poem_id,Row_ID,Title_raw,Poem_line_raw,Title_cleaned,Poem_line_cleaned,full_poem,line,qafiya,bahr
71,989,بـرج عـاجـي,لا تـناجـي في عـتابـك العـتـب غـير الـتـنـاجي      خذ مقامـك باحـترامك لا تـبيّـن لي عـتبها,برج عاجي,لا تناجي في عتابك العتب غير التناجي      خذ مقامك باحترامك لا تبين لي عتبها,,,,
71,990,بـرج عـاجـي,طال داجي كيف اناجي في الهوى شخص احتجاجي      صار قدره مثل عذره يشبه ذنوب ارتكبها,برج عاجي,طال داجي كيف اناجي في الهوي شخص احتجاجي      صار قدره مثل عذره يشبه ذنوب ارتكبها,,,,
71,991,بـرج عـاجـي,لا تلاعـب بالمشاعـر دام بحـر الشـوق هاجـي      المشاعر نبض شاعر والحظيظ اللي كتبها,برج عاجي,لا تلاعب بالمشاعر دام بحر الشوق هاجي      المشاعر نبض شاعر والحظيظ اللي كتبها,,,,
71,992,بـرج عـاجـي,وانت ياللي صرت خلّي إحذر اقوال المـداجي      قال كلمة لوم لكن ما عرف كيف يحـسبها,برج عاجي,وانت ياللي صرت خلي احذر اقوال المداجي      قال كلمه لوم لكن ما عرف كيف يحسبها,,,,
71,993,بـرج عـاجـي,وان صفـينا والـتـقـينا لا تـكـدّر لي مـزاجـي      خذ مقامـك باحـترامك لا تبيّـن لي عتبها,برج عاجي,وان صفينا والتقينا لا تكدر لي مزاجي      خذ مقامك باحترامك لا تبين لي عتبها,,,,
72,994,بعـلبـك,هاتوا لي البنتـلي لو في طـرف سكـّـه      أبغي أطـالـع حبيـبي ع البلـكونه,بعلبك,هاتوا لي البنتلي لو في طرف سكه      ابغي اطالع حبيبي ع البلكونه,,,,
72,995,بعـلبـك,لو سهم عينه بقلبي صوّب وْشكـّه      ما ارد دونه لو ان الـموت من دونه,بعلبك,لو سهم عينه بقلبي صوب وشكه      ما ارد دونه لو ان الموت من دونه,,,,
72,996,بعـلبـك,أقلب ( بعلبك ) لو يامر بعـلبـكـّـه      وارض الكـنانه عشانه أرض مكنونه,بعلبك,اقلب ( بعلبك ) لو يامر بعلبكه      وارض الكنانه عشانه ارض مكنونه,,,,
72,997,بعـلبـك,رمـشه يهـودي ولكـن قبلته مـكـّه      له رمـش كـافر لو الإسلام في عيونه,بعلبك,رمشه يهودي ولكن قبلته مكه      له رمش كافر لو الاسلام في عيونه,,,,
72,998,بعـلبـك,كم درهمٍ من ذهب هارون ما سكـّه      وْكم درهـمٍ زاد سعره لجل هـارونه,بعلبك,كم درهم من ذهب هارون ما سكه      وكم درهم زاد سعره لجل هارونه,,,,
72,999,بعـلبـك,بشري بـمليون لكن ما معي فكـّـه      من يقـدر يفـك والـمليون ملـيونه,بعلبك,بشري بمليون لكن ما معي فكه      من يقدر يفك والمليون مليونه,,,,
72,1000,بعـلبـك,ويا صاحبي لا تبيع الجبن في عـكـّـه      الجبـن أكثر أهـل ( عكّـه ) يبيعونه,بعلبك,ويا صاحبي لا تبيع الجبن في عكه      الجبن اكثر اهل ( عكه ) يبيعونه,,,,
72,1001,بعـلبـك,والشعر أماشيه بعض احيان وآدكـّه      عاقـل ولكن بيـوت الشعر مجـنونه,بعلبك,والشعر اماشيه بعض احيان وادكه      عاقل ولكن بيوت الشعر مجنونه,,,,
72,1002,بعـلبـك,كل الـمزايين لـوْل .. وْخـلّي اليكـّه      واليـَك يفرق حـلاه وْ وزنـه وْلـونه,بعلبك,كل المزايين لول .. وخلي اليكه      واليك يفرق حلاه و وزنه ولونه,,,,
72,1003,بعـلبـك,يا معشر القوم آنس في الحشا تـكـّه      حسبي على اللي بقلبي وثـّق طعونه,بعلبك,يا معشر القوم انس في الحشا تكه      حسبي علي اللي بقلبي وثق طعونه,,,,
73,1004,بُـن وْ هيـل وْ تـمر,يا صـباح النـور .. من بعد العتيمه      ويا صباح النرجسي من بين ثمره,بن و هيل و تمر,يا صباح النور .. من بعد العتيمه      ويا صباح النرجسي من بين ثمره,,,,
73,1005,بُـن وْ هيـل وْ تـمر,وياصـباح الخيـر والـورد وْنـسيـمه      ويا صباح العـود الازرق فوق جمره,بن و هيل و تمر,وياصباح الخير والورد ونسيمه      ويا صباح العود الازرق فوق جمره,,,,
73,1006,بُـن وْ هيـل وْ تـمر,ويا صـباح العـِز جعـل الله يـديمـه      من بعـد ليـلٍ خـذيـنا فيـه سمـره,بن و هيل و تمر,ويا صباح العز جعل الله يديمه      من بعد ليل خذينا فيه سمره,,,,
73,1007,بُـن وْ هيـل وْ تـمر,أعظم الاحساس للناس العظيمه      وللـعـقـل زمـره وللـخـفـّـاق زمـره,بن و هيل و تمر,اعظم الاحساس للناس العظيمه      وللعقل زمره وللخفاق زمره,,,,
73,1008,بُـن وْ هيـل وْ تـمر,والوصـل يا صاحبي مثـل الغنيمه      ليه تنـسى واحـدٍ معـطيك عمـره,بن و هيل و تمر,والوصل يا صاحبي مثل الغنيمه      ليه تنسي واحد معطيك عمره,,,,
73,1009,بُـن وْ هيـل وْ تـمر,الغـلا مثل الندى والشوق ديمـه      وانت بُـن العـاشق وْهـيله وْتمـره,بن و هيل و تمر,الغلا مثل الندي والشوق ديمه      وانت بن العاشق وهيله وتمره,,,,
73,1010,بُـن وْ هيـل وْ تـمر,والولـه ماهـو بنـصـر وْلا هـزيمـه      ما انت قادر تهـدمـه حتى تعـمره,بن و هيل و تمر,والوله ماهو بنصر ولا هزيمه      ما انت قادر تهدمه حتي تعمره,,,,
73,1011,بُـن وْ هيـل وْ تـمر,الوصـل من بيـننا ماهـو جـريمـه      الوصـل بامـر الولـي والهـجر بامره,بن و هيل و تمر,الوصل من بيننا ماهو جريمه      الوصل بامر الولي والهجر بامره,,,,
73,1012,بُـن وْ هيـل وْ تـمر,والخجل في خدودك البيض الحشيمه      كاسيٍ لون البيـاض شويّ حُمـره,بن و هيل و تمر,والخجل في خدودك البيض الحشيمه      كاسي لون البياض شوي حمره,,,,
73,1013,بُـن وْ هيـل وْ تـمر,تدمع عيوني من الذكرى القديمه      والحزن ينساب في القلب ويغمره,بن و هيل و تمر,تدمع عيوني من الذكري القديمه      والحزن ينساب في القلب ويغمره,,,,
73,1014,بُـن وْ هيـل وْ تـمر,شوف قلبي نار فرقاك ف صميمه      جمر فحم وجمر رمث وْجمر سمره,بن و هيل و تمر,شوف قلبي نار فرقاك ف صميمه      جمر فحم وجمر رمث وجمر سمره,,,,
73,1015,بُـن وْ هيـل وْ تـمر,استقم على الدروب المستقيمه      روح مـكّـه واخـذ لك حـجّـه وعمره,بن و هيل و تمر,استقم علي الدروب المستقيمه      روح مكه واخذ لك حجه وعمره,,,,
73,1016,بُـن وْ هيـل وْ تـمر,دايــمٍ قـمـرا نـوايــاهـا سلـيــمـه      ليه قـلبـك ما يـسوّي مثـل قمـره,بن و هيل و تمر,دايم قمرا نواياها سليمه      ليه قلبك ما يسوي مثل قمره,,,,
74,1017,بنــات الريــــح,يا الريح ياللي تـنثرين المناديل      قلبي بنات الريح عقبك غدو به,بنات الريح,يا الريح ياللي تنثرين المناديل      قلبي بنات الريح عقبك غدو به,,,,
74,1018,بنــات الريــــح,قلبٍ تولـّع بالاصايل من الخيل      اللي لها في كل لـفـتـه عـجـوبه,بنات الريح,قلب تولع بالاصايل من الخيل      اللي لها في كل لفته عجوبه,,,,
74,1019,بنــات الريــــح,للخيل عند اهلي مكانه وتبجيل      على ظهـرها كم بـتـيـلٍ لـفـوبـه,بنات الريح,للخيل عند اهلي مكانه وتبجيل      علي ظهرها كم بتيل لفوبه,,,,
74,1020,بنــات الريــــح,متوارثين السـبق جيلٍ بعد جيل      من قبل ( قود الفنّ ) يتناعتوبه,بنات الريح,متوارثين السبق جيل بعد جيل      من قبل ( قود الفن ) يتناعتوبه,,,,
74,1021,بنــات الريــــح,قنـّد (يابو راشـد) دلالٍ معاميل      ما دام نفـسـي للقـوافي طـروبه,بنات الريح,قند (يابو راشد) دلال معاميل      ما دام نفسي للقوافي طروبه,,,,
74,1022,بنــات الريــــح,لا تطري اللي جدّموا لي مهازيل      خيلٍ قبل عطب الدروب معطوبه,بنات الريح,لا تطري اللي جدموا لي مهازيل      خيل قبل عطب الدروب معطوبه,,,,
74,1023,بنــات الريــــح,قالوا خذ اللي سيرها يسبق السيل      والعاتي الصرصر تناخر هبوبه,بنات الريح,قالوا خذ اللي سيرها يسبق السيل      والعاتي الصرصر تناخر هبوبه,,,,
74,1024,بنــات الريــــح,وتوشـّحوا خـيلٍ مـداها مـداهـيل      عزومها فوق الدروب مْعصوبه,بنات الريح,وتوشحوا خيل مداها مداهيل      عزومها فوق الدروب معصوبه,,,,
74,1025,بنــات الريــــح,هم فضلوا لانفسهم الخيل تفضيل      واللي فضل عنهم بصدري رموبه,بنات الريح,هم فضلوا لانفسهم الخيل تفضيل      واللي فضل عنهم بصدري رموبه,,,,
74,1026,بنــات الريــــح,ما لومهـم لو شفـت قـلّ المحاصيل      من يزرع بأرض الصبخ وش ينوبه,بنات الريح,ما لومهم لو شفت قل المحاصيل      من يزرع بارض الصبخ وش ينوبه,,,,
74,1027,بنــات الريــــح,أترك (يابن حرمش) هل القال والقيل      طب الردي لا تحط دوبـك ودوبه,بنات الريح,اترك (يابن حرمش) هل القال والقيل      طب الردي لا تحط دوبك ودوبه,,,,
74,1028,بنــات الريــــح,والله ما اكـذّبـك جـمـله وتـفصـيل      صادق ولو نظرات غيرك كذوبه,بنات الريح,والله ما اكذبك جمله وتفصيل      صادق ولو نظرات غيرك كذوبه,,,,
74,1029,بنــات الريــــح,معـزّبـك يقـرا عـيون الرجاجـيل      يفـطن لهم لو سـرّهـم ما فـضوبه,بنات الريح,معزبك يقرا عيون الرجاجيل      يفطن لهم لو سرهم ما فضوبه,,,,
74,1030,بنــات الريــــح,معـانـس الدنيا على العدل والميل      اقفر ثرى الساري واسرّي دروبه,بنات الريح,معانس الدنيا علي العدل والميل      اقفر ثري الساري واسري دروبه,,,,
74,1031,بنــات الريــــح,واللي يمثــّـل لي محـبّـته تمـثـيـل      أحـكّ ظهـره ليـن تـظهـر عـيوبه,بنات الريح,واللي يمثل لي محبته تمثيل      احك ظهره لين تظهر عيوبه,,,,
74,1032,بنــات الريــــح,مابطري اسمه دام من سبّق الخيل      شـع اوّلـه يـوم آخـره فـارقـوبـه,بنات الريح,مابطري اسمه دام من سبق الخيل      شع اوله يوم اخره فارقوبه,,,,
75,1033,بيـاض التجـربـه,أحب هاجـوس الشعـر من كل نوع      والـنادره تصـبح بي وأمـسي بها,بياض التجربه,احب هاجوس الشعر من كل نوع      والنادره تصبح بي وامسي بها,,,,
75,1034,بيـاض التجـربـه,والهامه اللي ما تعرف الاّ الخضوع      كم في مـياديـن الـشـرف ترتيـبها,بياض التجربه,والهامه اللي ما تعرف الا الخضوع      كم في ميادين الشرف ترتيبها,,,,
75,1035,بيـاض التجـربـه,مع كـبار السـن .. ياتيـني خشـوع      واشعـر براحـه ماحـد ٍ يدري بها,بياض التجربه,مع كبار السن .. ياتيني خشوع      واشعر براحه ماحد _ يدري بها,,,,
75,1036,بيـاض التجـربـه,كم شايـب ٍ ماهو من الـدنيا جزوع      مـتـمـرّس ٍ فـيها … وفـأسـاليـبها,بياض التجربه,كم شايب _ ماهو من الدنيا جزوع      متمرس _ فيها … وفاساليبها,,,,
75,1037,بيـاض التجـربـه,لحـيـتـه فـيها شـيـب لكـنـّه قـنـوع      شوفوا بياض التجـربه في شيبها,بياض التجربه,لحيته فيها شيب لكنه قنوع      شوفوا بياض التجربه في شيبها,,,,
75,1038,بيـاض التجـربـه,باعـياد ميـلاد البدر ليت الشـموع      اللي الـبشر فاعـيادها تضحّي بها,بياض التجربه,باعياد ميلاد البدر ليت الشموع      اللي البشر فاعيادها تضحي بها,,,,
75,1039,بيـاض التجـربـه,ما تـنور لـرجل ٍ في هالدنيا خنوع      ما تـنـور الاّ للـرجـال .. وطيـبها,بياض التجربه,ما تنور لرجل _ في هالدنيا خنوع      ما تنور الا للرجال .. وطيبها,,,,
75,1040,بيـاض التجـربـه,واذا الطلوع اصعب على نفوس التبوع      يامـشـرق احـلامـي ويا تغـريـبها,بياض التجربه,واذا الطلوع اصعب علي نفوس التبوع      يامشرق احلامي ويا تغريبها,,,,
75,1041,بيـاض التجـربـه,أنا النزول أصعب عليّ من الطلوع      ميـزه بعـض الاحـيان ما ودّي بها,بياض التجربه,انا النزول اصعب علي من الطلوع      ميزه بعض الاحيان ما ودي بها,,,,
75,1042,بيـاض التجـربـه,وقـّـف هـنا لحـظات خلـّيها سـبـوع      في الصدر غـنوه ودّي آغنـّي بها,بياض التجربه,وقف هنا لحظات خليها سبوع      في الصدر غنوه ودي اغني بها,,,,
75,1043,بيـاض التجـربـه,واللي سواتي غنوته جرح و دموع      بكـيـه .. ولكن مسـتحي يـبكي بها,بياض التجربه,واللي سواتي غنوته جرح و دموع      بكيه .. ولكن مستحي يبكي بها,,,,
75,1044,بيـاض التجـربـه,إذا الخـطا قـدّام .. ياطـيب الرجـوع      مالت على نـفـس ٍ ما تسـتر عيبها,بياض التجربه,اذا الخطا قدام .. ياطيب الرجوع      مالت علي نفس _ ما تستر عيبها,,,,
75,1045,بيـاض التجـربـه,واذا الوقوف يصير من بعده وقـوع      الجـلـســــه اللي بيـنهـن يا طـيـبها,بياض التجربه,واذا الوقوف يصير من بعده وقوع      الجلسه اللي بينهن يا طيبها,,,,
75,1046,بيـاض التجـربـه,ما يـذبحـك من داخـلك إلا ّ الطبـوع      اللي تـمارسـها .. ولا تـوصّـي بها,بياض التجربه,ما يذبحك من داخلك الا _ الطبوع      اللي تمارسها .. ولا توصي بها,,,,
75,1047,بيـاض التجـربـه,أطلـب رضا الله دام قـلبك فـيه روع      واثني الصلاه اللي تبي تصلّي بها,بياض التجربه,اطلب رضا الله دام قلبك فيه روع      واثني الصلاه اللي تبي تصلي بها,,,,
75,1048,بيـاض التجـربـه,وضع السجود يشابهه وضع الركوع      واستحضر الدعـوه قبل تدعي بها,بياض التجربه,وضع السجود يشابهه وضع الركوع      واستحضر الدعوه قبل تدعي بها,,,,
75,1049,بيـاض التجـربـه,يارب سـبحانك عـساي مْـن الجموع      إللي عـلى النـار يْـحـَرم تعـذيـبها,بياض التجربه,يارب سبحانك عساي من الجموع      اللي علي النار يحرم تعذيبها,,,,
75,1050,بيـاض التجـربـه,القلب في العـشر الأواخر جاك طوع      ويقول .. سـبحانك يا عالم غـيبها,بياض التجربه,القلب في العشر الاواخر جاك طوع      ويقول .. سبحانك يا عالم غيبها,,,,
76,1051,بيت في حرف,متى ما ينوزن لك بيت لكن يختـفي لك حرف      متى كل ما يجي لك حـزن لكن ما تـبي تلمّه,بيت في حرف,متي ما ينوزن لك بيت لكن يختفي لك حرف      متي كل ما يجي لك حزن لكن ما تبي تلمه,,,,
76,1052,بيت في حرف,متى كل ما تـشوف العـين عـينك دمعها يذرف      متى كل ما يجيك صديق خايف من بني عمّه,بيت في حرف,متي كل ما تشوف العين عينك دمعها يذرف      متي كل ما يجيك صديق خايف من بني عمه,,,,
76,1053,بيت في حرف,متى ما زادت حمولك ع ظهرك ولاتروم تخف      متى ما تنقطف الازهار وريح الزهر ما تشمّه,بيت في حرف,متي ما زادت حمولك ع ظهرك ولاتروم تخف      متي ما تنقطف الازهار وريح الزهر ما تشمه,,,,
76,1054,بيت في حرف,متى ما هم عزوك الناس حتى عرق جدّك قَـف      متى يحـتار بـني آدم ما بيـن الـشـك والذمـّه,بيت في حرف,متي ما هم عزوك الناس حتي عرق جدك قف      متي يحتار بني ادم ما بين الشك والذمه,,,,
76,1055,بيت في حرف,متى ما اهتزّوا الشجعان بطاري الموت في موقف      متى ما تـلتـقي الاعـدا تـشوف الـناس ملتمـّه,بيت في حرف,متي ما اهتزوا الشجعان بطاري الموت في موقف      متي ما تلتقي الاعدا تشوف الناس ملتمه,,,,
76,1056,بيت في حرف,متى ما يضحـكوا لك ناس لكن بْـحجـاجٍ عكـف      هـذاك اليـوم بنـي آدم يبـي يتـبـرّا مـن دمـّــه,بيت في حرف,متي ما يضحكوا لك ناس لكن بحجاج عكف      هذاك اليوم بني ادم يبي يتبرا من دمه,,,,
76,1057,بيت في حرف,أحس الشوق لي فيني مثل هذا ويزيده رضف      إذا المـيعـاد يتـخالـف وهو الميـعاد ما يـتـمّـه,بيت في حرف,احس الشوق لي فيني مثل هذا ويزيده رضف      اذا الميعاد يتخالف وهو الميعاد ما يتمه,,,,
76,1058,بيت في حرف,حبيبي لا تزيد البيت ولا لا تنقـصه في حرف      أنا ويّـاك نتـراضى ونعـيش الـحب في القمـّه,بيت في حرف,حبيبي لا تزيد البيت ولا لا تنقصه في حرف      انا وياك نتراضي ونعيش الحب في القمه,,,,
77,1059,ترنيمــة,بوّاحـة الأسـرار منـقـود مـنـقود      لا لا تـكـلّـم باللـسان الطـلـيـقي,ترنيمه,بواحه الاسرار منقود منقود      لا لا تكلم باللسان الطليقي,,,,
77,1060,ترنيمــة,ترنيمة النهـونـد وترنيـمة النود      قام يعزفها حيل وآنا في ضيقي,ترنيمه,ترنيمه النهوند وترنيمه النود      قام يعزفها حيل وانا في ضيقي,,,,
77,1061,ترنيمــة,يا ذا البشر يا راعي الخيل والذود      كيف الخيانه لي تزين الرفـيقي,ترنيمه,يا ذا البشر يا راعي الخيل والذود      كيف الخيانه لي تزين الرفيقي,,,,
77,1062,ترنيمــة,ما كنت بعـشقها ولا كنت باعـود      لين اكتـشفت انّه هواها حقيقي,ترنيمه,ما كنت بعشقها ولا كنت باعود      لين اكتشفت انه هواها حقيقي,,,,
77,1063,ترنيمــة,في مقلتيك انهار وبحور وورود      لايـق وفـيك الوصف كلّه يليقي,ترنيمه,في مقلتيك انهار وبحور وورود      لايق وفيك الوصف كله يليقي,,,,
77,1064,ترنيمــة,يا معاديٍ للنقـص تسـتاهل الزود      وآنا لك بسمع الغـرام اسـتريقي,ترنيمه,يا معادي للنقص تستاهل الزود      وانا لك بسمع الغرام استريقي,,,,
77,1065,ترنيمــة,إرحمني بنظره ترى نظرتك جود      مشاعـري نامـت ولا قـلت فيقي,ترنيمه,ارحمني بنظره تري نظرتك جود      مشاعري نامت ولا قلت فيقي,,,,
77,1066,ترنيمــة,ضميان قرّب شفـّتك يا سيّد الخود      أخاف اموت فراق ما ابتل ريقي,ترنيمه,ضميان قرب شفتك يا سيد الخود      اخاف اموت فراق ما ابتل ريقي,,,,
77,1067,ترنيمــة,صحيح انا محبوب للبيض والسود      لكن ما غـيـرك لقـلبي عـشـيـقي,ترنيمه,صحيح انا محبوب للبيض والسود      لكن ما غيرك لقلبي عشيقي,,,,
77,1068,ترنيمــة,إليا فـتحت العـين ألقـاك مـوجـود      ذكراك ترسم صورتك في طريقي,ترنيمه,اليا فتحت العين القاك موجود      ذكراك ترسم صورتك في طريقي,,,,
77,1069,ترنيمــة,لا تشعل النارين يا مخصّر العـود      آنا بلـيّـا عــــود .. زايـد حـريـقي,ترنيمه,لا تشعل النارين يا مخصر العود      انا بليا عود .. زايد حريقي,,,,
78,1070,تعــال واسـألنـي,مفروض لا قلت عنـّي سالفه قلني      مع فـعـول الرجاجيـل أذكر اسـماها,تعال واسالني,مفروض لا قلت عني سالفه قلني      مع فعول الرجاجيل اذكر اسماها,,,,
78,1071,تعــال واسـألنـي,ما ابيك لا انته ولاغـيرك يـجاملني      أنا اكبر مْن النفـوس وْمن محاباها,تعال واسالني,ما ابيك لا انته ولاغيرك يجاملني      انا اكبر من النفوس ومن محاباها,,,,
78,1072,تعــال واسـألنـي,في خاطرك شيّ لي تعـال واسألني      لا تـحـكم بغـيـب نفـسـك وترضـّاها,تعال واسالني,في خاطرك شي لي تعال واسالني      لا تحكم بغيب نفسك وترضاها,,,,
78,1073,تعــال واسـألنـي,لا تـنـوي انـّك بأسـلـوبـك تـقلـّـلني      تـرى الله يْحاسـب الـناس بنواياها,تعال واسالني,لا تنوي انك باسلوبك تقللني      تري الله يحاسب الناس بنواياها,,,,
78,1074,تعــال واسـألنـي,وتراك ما انته بتـفـرحني وتزعلني      لان الحـقـيـقه حـقـيـقه لو تـناساها,تعال واسالني,وتراك ما انته بتفرحني وتزعلني      لان الحقيقه حقيقه لو تناساها,,,,
78,1075,تعــال واسـألنـي,والفرق بين تجاهـلني .. وتجهـلني      كبـر البسـيطه من اقـصاها لأدناها,تعال واسالني,والفرق بين تجاهلني .. وتجهلني      كبر البسيطه من اقصاها لادناها,,,,
78,1076,تعــال واسـألنـي,أنـا اللي عـقـول مثـلك ما تحـلـّلني      ألله خـلـق خـلـقـه ومـيّـز مـزايـاها,تعال واسالني,انا اللي عقول مثلك ما تحللني      الله خلق خلقه وميز مزاياها,,,,
78,1077,تعــال واسـألنـي,خـلـقـني بهالـزمان إللي معـلـّـمني      كـثرت حكايا الرجال وقلّت احلاها,تعال واسالني,خلقني بهالزمان اللي معلمني      كثرت حكايا الرجال وقلت احلاها,,,,
78,1078,تعــال واسـألنـي,تـنـزيـل مثـلك لـقـدري ما يـنـزّلـني      ما كـل حـاجـه تـمـنـّاها با تـلـقـاها,تعال واسالني,تنزيل مثلك لقدري ما ينزلني      ما كل حاجه تمناها با تلقاها,,,,
78,1079,تعــال واسـألنـي,في عيون بيض الوجوه الله مجمّلني      أنا احـشـم اشـنابهـا وآدسّـم لحـاها,تعال واسالني,في عيون بيض الوجوه الله مجملني      انا احشم اشنابها وادسم لحاها,,,,
78,1080,تعــال واسـألنـي,لا تـعـتـذر لي ولا ترجـي تواصـلني      ولا تلحق الذنب مدح وتقصر خطاها,تعال واسالني,لا تعتذر لي ولا ترجي تواصلني      ولا تلحق الذنب مدح وتقصر خطاها,,,,
78,1081,تعــال واسـألنـي,مـدايـح اللي ســواتـك ما تـوصّـلني      لو تمطر الأرض ماوصل السما ماها,تعال واسالني,مدايح اللي سواتك ما توصلني      لو تمطر الارض ماوصل السما ماها,,,,
79,1082,تناهيت الـمحـبّـه,يا آخـر طـموحـاتي وذروة حـنيـني      تلـبس على فـالك وانا بْـفالي آمـوت,تناهيت المحبه,يا اخر طموحاتي وذروه حنيني      تلبس علي فالك وانا بفالي اموت,,,,
79,1083,تناهيت الـمحـبّـه,أمـوت في اللبـس الخـفـيّ المـبـيـني      والشـًّعر لا منـّه تـناثر عـلى الكوت,تناهيت المحبه,اموت في اللبس الخفي المبيني      والشعر لا منه تناثر علي الكوت,,,,
79,1084,تناهيت الـمحـبّـه,الـصـوره اللي بيـن خــدّك و بـيـني      تـقـول يالسـكـّر تعال المـس التـوت,تناهيت المحبه,الصوره اللي بين خدك و بيني      تقول يالسكر تعال المس التوت,,,,
79,1085,تناهيت الـمحـبّـه,في عـيونـك اللي تحـتها شـامـتـيـني      خيل العرب في معركة عين جالوت,تناهيت المحبه,في عيونك اللي تحتها شامتيني      خيل العرب في معركه عين جالوت,,,,
79,1086,تناهيت الـمحـبّـه,كـل شـيّ يـتـمـنـّى يـشـاركـك فـيـني      الأرض والأشجار والبحر والحـوت,تناهيت المحبه,كل شي يتمني يشاركك فيني      الارض والاشجار والبحر والحوت,,,,
79,1087,تناهيت الـمحـبّـه,يا مبرأك .. يا ما اظلمك.. يا ضنيني      ما ضاع لك ضايع ولا فات لك فوت,تناهيت المحبه,يا مبراك .. يا ما اظلمك.. يا ضنيني      ما ضاع لك ضايع ولا فات لك فوت,,,,
79,1088,تناهيت الـمحـبّـه,أقسى الرجال ان شاف حسـنك يليني      واي بنت في جنبك تحوّل لطاغـوت,تناهيت المحبه,اقسي الرجال ان شاف حسنك يليني      واي بنت في جنبك تحول لطاغوت,,,,
79,1089,تناهيت الـمحـبّـه,خـذنـي معـاك .. بـلاك انـا ما يبيـني      يا شعر ابو راشد ويا سحر هاروت,تناهيت المحبه,خذني معاك .. بلاك انا ما يبيني      يا شعر ابو راشد ويا سحر هاروت,,,,
79,1090,تناهيت الـمحـبّـه,هـذي امـنيـاتي يا مـبعـثـر سـنـيــني      الـود ودّي نجـتــمـع لـو بـتـابـــــوت,تناهيت المحبه,هذي امنياتي يا مبعثر سنيني      الود ودي نجتمع لو بتابوت,,,,
79,1091,تناهيت الـمحـبّـه,ودّي أحـطّـك يا حـبيـبي فـي عـيني      وآسكـّر عـيوني عـليك انت وآمـوت,تناهيت المحبه,ودي احطك يا حبيبي في عيني      واسكر عيوني عليك انت واموت,,,,
79,1092,تناهيت الـمحـبّـه,وادخل معك قـبر الغـرام الحـزيـني      واسـمع تناهـيت المحـبّـه بلا صوت,تناهيت المحبه,وادخل معك قبر الغرام الحزيني      واسمع تناهيت المحبه بلا صوت,,,,
80,1093,تهاني العيد,يا صباح العيد يا الحسن الفريد      يا صباح الورد يا عـطر الزهور,تهاني العيد,يا صباح العيد يا الحسن الفريد      يا صباح الورد يا عطر الزهور,,,,
80,1094,تهاني العيد,يا صباحٍ من سنا وجهـك يزيد      من محيّاك الجميل ازداد نور,تهاني العيد,يا صباح من سنا وجهك يزيد      من محياك الجميل ازداد نور,,,,
80,1095,تهاني العيد,إبتـدا في حـبّـنا عــامٍ جـديـد      وانقـضى عامٍ تـفاصيله شعور,تهاني العيد,ابتدا في حبنا عام جديد      وانقضي عام تفاصيله شعور,,,,
80,1096,تهاني العيد,كل عام وانت لي الحب الأكيد      وكل عام وإنت في خير وسرور,تهاني العيد,كل عام وانت لي الحب الاكيد      وكل عام وانت في خير وسرور,,,,
80,1097,تهاني العيد,لك في عيد الحب منّي ما تريد      لك خفوقٍ به مشاعـر لك تثور,تهاني العيد,لك في عيد الحب مني ما تريد      لك خفوق به مشاعر لك تثور,,,,
80,1098,تهاني العيد,لك غـلا يـجـري بدمّي والوريد      ما تغيّره السنين ولا الشهـور,تهاني العيد,لك غلا يجري بدمي والوريد      ما تغيره السنين ولا الشهور,,,,
80,1099,تهاني العيد,ولك تهاني العيد في حرف القصيد      ولك عنـاوينه وما بين السطور,تهاني العيد,ولك تهاني العيد في حرف القصيد      ولك عناوينه وما بين السطور,,,,
80,1100,تهاني العيد,ويا عـساه يكون لك عامٍ سعـيد      تحـتفل به بين تـغريد الطـيور,تهاني العيد,ويا عساه يكون لك عام سعيد      تحتفل به بين تغريد الطيور,,,,
81,1101,تـوبـــــة,ياللي غرامك هـزّني بين الاضـلاع      تـوبه إذا شـقـّيت فـرقاك .. تـوبـه,توبه,ياللي غرامك هزني بين الاضلاع      توبه اذا شقيت فرقاك .. توبه,,,,
81,1102,تـوبـــــة,الله وهبك اوصاف واخلاق واطباع      تسـبي شماليّ الخفـوق وجنـوبـه,توبه,الله وهبك اوصاف واخلاق واطباع      تسبي شمالي الخفوق وجنوبه,,,,
81,1103,تـوبـــــة,نهيت قلبي عن وصـالك ولا طـاع      غـلاك تهـمه والـمـفارق عـقـوبه,توبه,نهيت قلبي عن وصالك ولا طاع      غلاك تهمه والمفارق عقوبه,,,,
81,1104,تـوبـــــة,وْ في كل مصيافٍ وْ في كل مرباع      وْ في كل وقت وْ كل لحظه ونوبه,توبه,و في كل مصياف و في كل مرباع      و في كل وقت و كل لحظه ونوبه,,,,
81,1105,تـوبـــــة,من حقـّي اطمع فيك واصير طمّاع      لو دون وصلك يا حبيبي صعوبه,توبه,من حقي اطمع فيك واصير طماع      لو دون وصلك يا حبيبي صعوبه,,,,
81,1106,تـوبـــــة,صحيح من ينهل من الشوق يلتاع      يـشرب ولا يقطع ضماه بْشروبه,توبه,صحيح من ينهل من الشوق يلتاع      يشرب ولا يقطع ضماه بشروبه,,,,
81,1107,تـوبـــــة,الهـجـر بدعـه عاطـفـيّه والابــداع      وصلك في ليلٍ يبـتسم لي غروبه,توبه,الهجر بدعه عاطفيه والابداع      وصلك في ليل يبتسم لي غروبه,,,,
