Row_number,poem_id,Title,Text content,Title_cleaned,Text_cleaned
2693,197,هذي طبوعي,قولوا لمن سوّت على القلب بيـبان	إتـفـتـّحـن م السـبت ليـن الربـوعي,هذي طبوعي,قولوا لمن سوت على القلب بيبان	اتفتحن م السبت لين الربوعي
2694,197,هذي طبوعي,إللي حزنها غير عن كل الاحزان	خلاّ ابتـسـاماتي مثـل حـب كـوعي,هذي طبوعي,اللي حزنها غير عن كل الاحزان	خلا ابتساماتي مثل حب كوعي
2695,197,هذي طبوعي,لـو انـّها تـسـهــر ليـا بـعـد الآذان	باتشوفني لا رحت باطفي شموعي,هذي طبوعي,لو انها تسهر ليا بعد الاذان	باتشوفني لا رحت باطفي شموعي
2696,197,هذي طبوعي,حزيـن متـشـائـم ونـادم وحـيـران	بس ماظلم .. وهذي أرقى طبوعي,هذي طبوعي,حزين متشائم ونادم وحيران	بس ماظلم وهذي ارقى طبوعي
2697,197,هذي طبوعي,أبـوي سـمّاني على ابوي حمـدان	وخلاّني آخذ عـزّتي من خضوعي,هذي طبوعي,ابوي سماني على ابوي حمدان	وخلاني اخذ عزتي من خضوعي
2698,197,هذي طبوعي,وعلـّمني آبـادل الاسـاءه بإحـسان	من قــوّ وقــفـاتي أثـبـّـت وقـوعي,هذي طبوعي,وعلمني ابادل الاساءه باحسان	من قو وقفاتي اثبت وقوعي
2699,197,هذي طبوعي,يمكن عيوني قاسيه بعض الاحيان	لكن يعـرفـني اصـدقـاي وربـوعي,هذي طبوعي,يمكن عيوني قاسيه بعض الاحيان	لكن يعرفني اصدقاي وربوعي
2700,197,هذي طبوعي,والله لو ان في ايدي أفـرّح انسان	بافـرّحـه .. لو ان ثـمـنها دمـوعي,هذي طبوعي,والله لو ان في ايدي افرح انسان	بافرحه لو ان ثمنها دموعي
2701,198,هنيّالي,يا ناعـم العـود مزحـك يذبح وجـِدّك	يـذبـح وانا كـل ما جا منـك يـحـلالي,هنيالي,يا ناعم العود مزحك يذبح وجدك	يذبح وانا كل ما جا منك يحلالي
2702,198,هنيّالي,ألله .. ألله يـا فـتــّــــان مـن قـــــدّك	حـتى عـيوني لوصـلك مـوقـها سـالي,هنيالي,الله الله يا فتان من قدك	حتى عيوني لوصلك موقها سالي
2703,198,هنيّالي,باحت دموعي غـرام وْقلت وش حدّك	يا دمعـتي تـنـزليـن وْ مرقـبـك عـالي,هنيالي,باحت دموعي غرام وقلت وش حدك	يا دمعتي تنزلين و مرقبك عالي
2704,198,هنيّالي,قالـت مكـاني خلقـه الله عـلى خــدّك	والاّ عـيونـك مكـان الصـاحب الغالي,هنيالي,قالت مكاني خلقه الله على خدك	والا عيونك مكان الصاحب الغالي
2705,198,هنيّالي,محـلاك .. محلاك قـالت للشهـد نِدّك	حتى الشهـد ما ينافـس ريقـك الحالي,هنيالي,محلاك محلاك قالت للشهد ندك	حتى الشهد ما ينافس ريقك الحالي
2706,198,هنيّالي,أهواك، واغـليك، وآقـدّرك وآودّك	وآلـحـّـنـك شـوق ويـغـنـّـيـك مــوّالي,هنيالي,اهواك واغليك واقدرك واودك	والحنك شوق ويغنيك موالي
2707,198,هنيّالي,آهـد بـفـراقـك الـدنـيـا .. ولا اهــدّك	و افـني بوصـلك طـموحـاتي وآمالي,هنيالي,اهد بفراقك الدنيا ولا اهدك	و افني بوصلك طموحاتي وامالي
2708,198,هنيّالي,برودة الشـوق تـدفا في حـضن يـدّك	وحـرارة الوصـل تـبـرد لا تـهـيّـالي,هنيالي,برودة الشوق تدفا في حضن يدك	وحرارة الوصل تبرد لا تهيالي
2709,198,هنيّالي,أحـط راسـي على مـنحـرك واسـدّك	عن حـب هالـناس لانـّك حبي لحالي,هنيالي,احط راسي على منحرك واسدك	عن حب هالناس لانك حبي لحالي
2710,198,هنيّالي,قلبي يموت ف غلاك ووصلي يشدّك	وغلاك في خافقي و صورتك في بالي,هنيالي,قلبي يموت ف غلاك ووصلي يشدك	وغلاك في خافقي و صورتك في بالي
2711,198,هنيّالي,ولا انثنى رمش عينك وانتصب قـدّك	أشوف لون القهـر في عيون عذّالي,هنيالي,ولا انثنى رمش عينك وانتصب قدك	اشوف لون القهر في عيون عذالي
2712,198,هنيّالي,ويـقـول قـلـبي هـنـيّـالك ومـن قــدّك	وانـا أردّد مَـعَ قـلـبــي .. هـنـيـّــالي,هنيالي,ويقول قلبي هنيالك ومن قدك	وانا اردد مع قلبي هنيالي
2713,199,هوا الحريّه,الشـوق في خافـقي يا زيـن حـرّكـته	واحرجتني فالغلا واقفيت سكـّاتي,هوا الحريه,الشوق في خافقي يا زين حركته	واحرجتني فالغلا واقفيت سكاتي
2714,199,هوا الحريّه,لين اكتشفت انّك الخاسر في معركته	من يوم زعّلت ( فــزّاع ) الإماراتي,هوا الحريه,لين اكتشفت انك الخاسر في معركته	من يوم زعلت فزاع الاماراتي
2715,199,هوا الحريّه,القلب متـشربكٍ بك وانت شربكته	لكـنّ باروح وانـته خـلـّك تـحـاتي,هوا الحريه,القلب متشربك بك وانت شربكته	لكن باروح وانته خلك تحاتي
2716,199,هوا الحريّه,يامهـلك القلب تدري يوم هلـّـكته	ما طاع عزمي وعيّـا ينكـسر ذاتي,هوا الحريه,يامهلك القلب تدري يوم هلكته	ما طاع عزمي وعيا ينكسر ذاتي
2717,199,هوا الحريّه,إن شفتك تفبرك احساسي ما فبركته	أعيش إنسان .. حتى في معاناتي,هوا الحريه,ان شفتك تفبرك احساسي ما فبركته	اعيش انسان حتى في معاناتي
2718,199,هوا الحريّه,مؤمن بربّـي ولا في يـوم أشـركـتـه	وآهذب النفس باسمه في صلواتي,هوا الحريه,مؤمن بربي ولا في يوم اشركته	واهذب النفس باسمه في صلواتي
2719,199,هوا الحريّه,طموح واحد عشقت النفس وادركته	إنّي أحـقـِّق نـجاحي بانكـساراتي,هوا الحريه,طموح واحد عشقت النفس وادركته	اني احقق نجاحي بانكساراتي
2720,199,هوا الحريّه,واليوم حَقـّك على الصقـّار وشبكته	يا طير ياللي تهاوت فيك هقواتي,هوا الحريه,واليوم حقك على الصقار وشبكته	يا طير ياللي تهاوت فيك هقواتي
2721,199,هوا الحريّه,سلطان قلبي قطع سبقك في مملكته	ناطـح بصدرك هوا الحريَّه العاتي,هوا الحريه,سلطان قلبي قطع سبقك في مملكته	ناطح بصدرك هوا الحريه العاتي
2722,200,وسمي,الشـعـر فـن الـريـــاح ومزّتـه وابـل	والمزمل ان جاك راكب ما يبا وسمي,وسمي,الشعر فن الرياح ومزته وابل	والمزمل ان جاك راكب ما يبا وسمي
2723,200,وسمي,والا انت خل الطيور و خل الـمعابل	هذي نصـيحه قبل تتـعرّف بأسـمي,وسمي,والا انت خل الطيور و خل المعابل	هذي نصيحه قبل تتعرف باسمي
2724,200,وسمي,الـدار هذي تـراها غيـر عن ( كـابل )	والأمبـراطـــور فيها دايـماً رسـمي,وسمي,الدار هذي تراها غير عن كابل	والامبراطور فيها دايما رسمي
2725,200,وسمي,والاّ مـقابـل قـصـيدي شـاعـرٍ قابـل	يـوسّـم بيـوتـه النـدّر على وسـمي,وسمي,والا مقابل قصيدي شاعر قابل	يوسم بيوته الندر على وسمي
2726,200,وسمي,وان هز كتفك سيوف الحرب والنابل	تراي من زود عزمي ما ارتخى جسمي,وسمي,وان هز كتفك سيوف الحرب والنابل	تراي من زود عزمي ما ارتخى جسمي
2727,200,وسمي,والا انت قسمك بيديني وانته بـْ( بابل )	لكن من الصعب تتسيطر على قسمي,وسمي,والا انت قسمك بيديني وانته ب بابل	لكن من الصعب تتسيطر على قسمي
2728,200,وسمي,وان جيت في آخر العنقـود لي ذابل	أنـا لك مـزون ماقـد جـابته وسـمي,وسمي,وان جيت في اخر العنقود لي ذابل	انا لك مزون ماقد جابته وسمي
2729,201,وضوح الما,على اللي صار وش باقي تزيد الهمّ فوق الهم	على اللي صار ياخلـّي أرد آقـول وش بـاقي,وضوح الما,على اللي صار وش باقي تزيد الهم فوق الهم	على اللي صار ياخلي ارد اقول وش باقي
2730,201,وضوح الما,أنا عـشـتــك حـلم كـذاب ألا يا الله يا ذا الحـلم	تعيش انته برود الجوّ وتضحك لي على احراقي,وضوح الما,انا عشتك حلم كذاب الا يا الله يا ذا الحلم	تعيش انته برود الجو وتضحك لي على احراقي
2731,201,وضوح الما,إذا ما تدري إن السـمّ إذا صابـك يـبي له سم	وانا سَـمّي وضـوح الـما تـشـوفه دايـمٍ راقـي,وضوح الما,اذا ما تدري ان السم اذا صابك يبي له سم	وانا سمي وضوح الما تشوفه دايم راقي
2732,201,وضوح الما,واذا شفـته حـبيبي لونـه الأحـمر ترى هو دم	وانا الظـمـيان إرويـني أدوّر فـزعـة الـساقي,وضوح الما,واذا شفته حبيبي لونه الاحمر ترى هو دم	وانا الظميان ارويني ادور فزعة الساقي
